bdew_code,market_function,role_code,company_uid,company_name,company_id,code_row_id
3701216100016,Bilanzkreisverantwortlicher,BKV,664324,BCM Energy,23354,29351
3808002002575,Bilanzkreisverantwortlicher,BKV,668963,SolarPeak Ltd.,60744,66343
4007633000007,Einsatzverantwortlicher,EIV,665966,Heibi-Metall Birmann GmbH,57738,62140
4008452000001,Netznutzer ohne All-Inklusiv-Vertrag,NN,663451,Molkerei Weihenstephan GmbH & Co. KG,4573,8735
4012499000009,Betreiber einer technischen Ressource,BTR,666916,STERN-Waschmittel GmbH,58688,63792
4012767000007,Netznutzer ohne All-Inklusiv-Vertrag,NN,663628,Deutsche Steinzeug Cremer & Breuer Aktiengesellschaft,8709,12930
4013213000008,Einsatzverantwortlicher,EIV,667642,Feinkost Reich GmbH,59414,64917
4018655000005,Einsatzverantwortlicher,EIV,665764,Erich Scheerer GmbH,57536,61788
4025500000004,Netznutzer ohne All-Inklusiv-Vertrag,NN,663452,Molkerei Alois Müller GmbH & Co. KG,4574,8736
4025500001162,Netznutzer ohne All-Inklusiv-Vertrag,NN,669101,Landliebe GmbH,60882,66489
4033871000103,Bilanzkreisverantwortlicher,BKV,660930,Uniper Global Commodities SE,1033,1743
4033871000202,Lieferant,LF,660930,Uniper Global Commodities SE,1033,1744
4033872000010,Netzbetreiber,NB,662521,TenneT TSO GmbH,2634,6002
4033872000027,Bilanzkoordinator,BIKO,662521,TenneT TSO GmbH,2634,5998
4033872000034,Bilanzkreisverantwortlicher,BKV,662521,TenneT TSO GmbH,2634,5999
4033872000041,Lieferant,LF,662521,TenneT TSO GmbH,2634,6001
4033872000058,Übertragungsnetzbetreiber,ÜNB,662521,TenneT TSO GmbH,2634,6000
4033872000065,Messstellenbetreiber,MSB,662521,TenneT TSO GmbH,2634,6003
4035588000001,Einsatzverantwortlicher,EIV,662671,Wacker Chemie AG,2785,6303
4036155000004,Netznutzer ohne All-Inklusiv-Vertrag,NN,663453,HOMANN Feinkost GmbH,4575,8738
4037908000005,Netznutzer ohne All-Inklusiv-Vertrag,NN,669174,ARYZTA Bakeries Deutschland GmbH,60955,66541
4038777000004,Lieferant,LF,660928,Uniper Energy Sales GmbH,1031,1740
4038777000103,Bilanzkreisverantwortlicher,BKV,660928,Uniper Energy Sales GmbH,1031,1739
4041095000007,Betreiber einer technischen Ressource,BTR,666602,Richard Leipold GmbH,58374,63263
4041404000001,Bilanzkreisverantwortlicher,BKV,660017,EnBW Energie Baden-Württemberg AG,72,1011
4041404000032,Einsatzverantwortlicher,EIV,660017,EnBW Energie Baden-Württemberg AG,72,1015
4041404000049,Betreiber einer technischen Ressource,BTR,660017,EnBW Energie Baden-Württemberg AG,72,61421
4041407000008,Netzbetreiber,NB,661569,Netze BW GmbH,1675,3119
4041408000007,Lieferant,LF,662748,Yello Strom GmbH,2863,6439
4041409000006,Lieferant,LF,660017,EnBW Energie Baden-Württemberg AG,72,1013
4042805000102,Netzbetreiber,NB,661496,Mitteldeutsche Netzgesellschaft Strom mbH,1602,2989
4042805000409,Lieferant,LF,660828,envia Mitteldeutsche Energie AG,930,1503
4042805000508,Bilanzkreisverantwortlicher,BKV,660828,envia Mitteldeutsche Energie AG,930,1504
4042805000706,Messstellenbetreiber,MSB,661496,Mitteldeutsche Netzgesellschaft Strom mbH,1602,2990
4042805001208,Netzbetreiber,NB,662645,Verteilnetz Plauen GmbH,2759,6254
4042805001307,Bilanzkreisverantwortlicher,BKV,661496,Mitteldeutsche Netzgesellschaft Strom mbH,1602,2992
4042805001901,Messstellenbetreiber,MSB,662645,Verteilnetz Plauen GmbH,2759,6255
4042805002007,Lieferant,LF,660829,envia THERM GmbH,931,1506
4042805002304,Messstellenbetreiber,MSB,660828,envia Mitteldeutsche Energie AG,930,1501
4042805002809,Lieferant,LF,660874,EVIP GmbH,977,50573
4042805002908,Lieferant,LF,662645,Verteilnetz Plauen GmbH,2759,50572
4042805003004,Lieferant,LF,661496,Mitteldeutsche Netzgesellschaft Strom mbH,1602,50571
4042805003103,Einsatzverantwortlicher,EIV,660828,envia Mitteldeutsche Energie AG,930,61065
4042805003202,Betreiber einer technischen Ressource,BTR,660828,envia Mitteldeutsche Energie AG,930,61066
4043581000010,Netzbetreiber,NB,662371,Stadtwerke Wolfenbüttel GmbH,2483,5575
4043581000027,Lieferant,LF,662371,Stadtwerke Wolfenbüttel GmbH,2483,5576
4043581000058,Messstellenbetreiber,MSB,662371,Stadtwerke Wolfenbüttel GmbH,2483,5577
4043581000096,Bilanzkreisverantwortlicher,BKV,662371,Stadtwerke Wolfenbüttel GmbH,2483,5579
4043729000001,Netznutzer ohne All-Inklusiv-Vertrag,NN,665041,REIMO-Reisemobil-Center Gesellschaft mit beschränkter Haftung Wassersport- und Freizeitbedarf,56813,60755
4044479000006,Lieferant,LF,661792,RWE Supply & Trading GmbH,1901,3561
4044479001201,Bilanzkreisverantwortlicher,BKV,661792,RWE Supply & Trading GmbH,1901,3560
4045399000008,Bilanzkoordinator,BIKO,660160,Amprion GmbH,254,88
4045399000015,Netzbetreiber,NB,660160,Amprion GmbH,254,92
4045399000039,Bilanzkreisverantwortlicher,BKV,660160,Amprion GmbH,254,89
4045399000053,Messstellenbetreiber,MSB,660160,Amprion GmbH,254,44499
4045399000060,Lieferant,LF,660160,Amprion GmbH,254,90
4045399000077,Übertragungsnetzbetreiber,ÜNB,660160,Amprion GmbH,254,91
4045458000000,Netzbetreiber,NB,664751,Westnetz GmbH,48578,6368
4045458000017,Messstellenbetreiber,MSB,664751,Westnetz GmbH,48578,6369
4045458000031,Bilanzkreisverantwortlicher,BKV,664751,Westnetz GmbH,48578,6367
4045458000055,Lieferant,LF,664751,Westnetz GmbH,48578,55585
4048454000005,Lieferant,LF,660438,E WIE EINFACH GmbH,537,593
4051596000000,Netznutzer ohne All-Inklusiv-Vertrag,NN,661799,Sachsenmilch Leppersdorf GmbH,1908,8737
4065865000004,Betreiber einer technischen Ressource,BTR,666358,Römerwall Naturbrunnen- und Getränke-Gesellschaft mit beschränkter Haftung & Co. KG,58130,62827
4069083000006,Betreiber einer technischen Ressource,BTR,669266,Alfred Niesner GmbH,61047,66615
4069753000008,Netznutzer ohne All-Inklusiv-Vertrag,NN,669482,Fahrzeugtechnik Aretsried GmbH,61263,66795
4100220000005,Einsatzverantwortlicher,EIV,665845,Branopac GmbH,57617,61922
4251376500106,Bilanzkreisverantwortlicher,BKV,663446,QuaeroSys UG (haftungsbeschränkt),4568,22087
4251376500113,Lieferant,LF,663446,QuaeroSys UG (haftungsbeschränkt),4568,22088
4251376500120,Messstellenbetreiber,MSB,663446,QuaeroSys UG (haftungsbeschränkt),4568,22089
4260016040025,Lieferant,LF,660682,naturenergie hochrhein AG,783,1151
4260016040117,Netzbetreiber,NB,660452,naturenergie netze GmbH,551,614
4260016040131,Lieferant,LF,660452,naturenergie netze GmbH,551,49642
4260016040148,Einsatzverantwortlicher,EIV,660682,naturenergie hochrhein AG,783,60817
4260016040155,Betreiber einer technischen Ressource,BTR,660682,naturenergie hochrhein AG,783,61021
4260016050024,Lieferant,LF,660076,naturenergie holding AG,161,1152
4260016050055,Bilanzkreisverantwortlicher,BKV,660076,naturenergie holding AG,161,1153
4260016050079,Bilanzkreisverantwortlicher,BKV,660682,naturenergie hochrhein AG,783,1150
4260016050086,Bilanzkreisverantwortlicher,BKV,660452,naturenergie netze GmbH,551,617
4260016050109,Einsatzverantwortlicher,EIV,660076,naturenergie holding AG,161,60751
4260016050116,Betreiber einer technischen Ressource,BTR,660076,naturenergie holding AG,161,61020
4260043040005,Einsatzverantwortlicher,EIV,666034,Fränkische Fleisch- und Wurstspezialitäten Friedrich Wörlein GmbH & Co. KG,57806,62260
4260154980016,Netzbetreiber,NB,662481,SWP Stadtwerke Pforzheim GmbH & Co. KG,2593,5897
4260154980030,Bilanzkreisverantwortlicher,BKV,662481,SWP Stadtwerke Pforzheim GmbH & Co. KG,2593,5898
4260154980047,Lieferant,LF,662481,SWP Stadtwerke Pforzheim GmbH & Co. KG,2593,5901
4260154980054,Messstellenbetreiber,MSB,662481,SWP Stadtwerke Pforzheim GmbH & Co. KG,2593,5900
4260237930006,Einsatzverantwortlicher,EIV,668268,Staffelberg-Bräu GmbH & Co. KG,60049,65671
4260263110007,Einsatzverantwortlicher,EIV,666124,Jesser-Mühle GmbH & Co. KG,57896,62439
4260289090017,Messstellenbetreiber,MSB,662022,Stadtwerke Eschwege GmbH,2132,4249
4260342980019,Netznutzer ohne All-Inklusiv-Vertrag,NN,661226,Hingsen Energie Consultants GmbH,1330,6879
4260342980026,Energieserviceanbieter des Anschlussnutzers,ESA,661226,Hingsen Energie Consultants GmbH,1330,64905
4260394130011,Lieferant,LF,660369,DEC Deutsches EnergieContor GmbH & Co. KG,468,456
4260400590006,Lieferant,LF,661819,Scholt Energy GmbH,1928,3610
4260400720007,Bilanzkreisverantwortlicher,BKV,661819,Scholt Energy GmbH,1928,3609
4260465040003,Registerbetreiber,REG,669690,Gutshof Rethmar Betriebsgesellschaft mbH,61471,66950
4260487410006,Bilanzkreisverantwortlicher,BKV,663581,De Vrije Energie Producent B.V.,8662,12868
4260627560004,Einsatzverantwortlicher,EIV,666489,Solupharm Pharmazeutische Erzeugnisse GmbH,58261,63100
4262555090004,Bilanzkreisverantwortlicher,BKV,669885,The Mobility House Energy GmbH,61683,65337
4270000696107,Bilanzkreisverantwortlicher,BKV,664655,Engelhart CTP Renewables GmbH,41532,45520
4333272000000,Einsatzverantwortlicher,EIV,667397,Viktor Nußbaumer Bestes für Küche und Gastlichkeit GmbH & Co. KG,59169,64613
4388040000003,Messstellenbetreiber,MSB,669337,Transgourmet Deutschland GmbH & Co. OHG,61118,66673
4399901729759,Netzbetreiber,NB,660641,Energie- und Wasserversorgung Bruchsal GmbH,742,1066
4399901903883,Lieferant,LF,662223,"Stadtwerke Peine, Gesellschaft mit beschränkter Haftung",2335,4998
4399902034364,Lieferant,LF,660937,E.VITA GmbH,1040,1758
4399902097185,Bilanzkreisverantwortlicher,BKV,661610,Noble Clean Fuels Limited,1716,3231
4399902232050,Lieferant,LF,661720,Raiffeisen Energie GmbH & Co. KG,1828,3424
4399902289931,Energieserviceanbieter des Anschlussnutzers,ESA,669177,ITC Internet-Trade-Center AG,60958,66544
4399902462884,Bilanzkreisverantwortlicher,BKV,668321,Impuls Energy Trading GmbH,60102,65758
4399902463164,Bilanzkreisverantwortlicher,BKV,668349,Citadel FlexPower GmbH,60130,65788
4399902467438,Bilanzkreisverantwortlicher,BKV,660347,Contigo Energie AG,446,65898
4399902489119,Bilanzkreisverantwortlicher,BKV,669011,"VIROQUE ENERGY, S.L.",60792,66390
4399902505291,Bilanzkreisverantwortlicher,BKV,669237,Gridgains GmbH,61018,66593
4399902507448,Bilanzkreisverantwortlicher,BKV,669184,A/S Global Risk Management Ltd. Holding,60965,66551
4399902510196,Bilanzkreisverantwortlicher,BKV,669248,"Dynasty Power Europe, trgovanje z energenti, d.o.o.",61029,66599
4399902533317,Energieserviceanbieter des Anschlussnutzers,ESA,668795,Sauter - Cumulus GmbH,60576,66814
4399902545129,Bilanzkreisverantwortlicher,BKV,669687,Grafton Commodity Trading Limited,61468,66947
5054417000004,Bilanzkreisverantwortlicher,BKV,663816,MACQUARIE BANK LIMITED,13880,41468
5055069600031,Lieferant,LF,660269,BP Gas Marketing Limited,368,60794
5056304700004,Energieserviceanbieter des Anschlussnutzers,ESA,669070,Gas Management Services Limited,60851,66457
5060060090019,Bilanzkreisverantwortlicher,BKV,663735,Centrica Energy Limited,13799,27320
5060131240077,Bilanzkreisverantwortlicher,BKV,664608,SEFE Marketing & Trading Switzerland AG,38501,42485
5060370960002,Bilanzkreisverantwortlicher,BKV,661673,Petroineos Trading Limited,1781,3348
5063312000002,Bilanzkreisverantwortlicher,BKV,668832,Qube Master Fund Ltd,60613,66206
5063312000033,Bilanzkreisverantwortlicher,BKV,668961,Volta Energy Designated Activity Company,60742,66341
5063584000007,Bilanzkreisverantwortlicher,BKV,669390,J.P.Morgan Securities PLC,61171,66718
5065018022005,Bilanzkreisverantwortlicher,BKV,669049,Outlook Energy Ltd,60830,66437
5070002784302,Bilanzkreisverantwortlicher,BKV,669163,KVASIR TECHNOLOGIES LTD,60944,66527
5070003176007,Bilanzkreisverantwortlicher,BKV,669349,CITADEL EUROPEAN POWER LTD.,61130,66683
5070003687800,Bilanzkreisverantwortlicher,BKV,669706,AKEREOS COMMODITIES LTD,61490,66965
5398888525339,Bilanzkreisverantwortlicher,BKV,668926,GREENSPARK ANALYTICS LIMITED,60707,66312
5398888527562,Bilanzkreisverantwortlicher,BKV,669844,Wincent Energy Limited,61642,67074
5430001332018,Bilanzkreisverantwortlicher,BKV,669405,Smart@energy,61186,66733
5453003050001,Lieferant,LF,660061,Enovos Luxembourg S.A.,130,1453
5453003050018,Bilanzkreisverantwortlicher,BKV,660061,Enovos Luxembourg S.A.,130,1454
5790000432752,Bilanzkreisverantwortlicher,BKV,660772,Energinet.dk,874,1391
5790001215675,Bilanzkreisverantwortlicher,BKV,660402,Orsted Bioenergy & Thermal Power A/S,501,504
5790001270940,Bilanzkreisverantwortlicher,BKV,660366,Danske Commodities A/S,465,445
5790001396831,Lieferant,LF,660366,Danske Commodities A/S,465,446
5790001406530,Bilanzkreisverantwortlicher,BKV,660403,Orsted Salg & Service A /S,502,505
5790001722630,Bilanzkreisverantwortlicher,BKV,662920,Mind Energy A/S,3036,1053
5790001964597,Bilanzkreisverantwortlicher,BKV,663880,EWII ENERGI A / S,13944,66217
5790001968304,Bilanzkreisverantwortlicher,BKV,661618,Centrica Energy Trading A/S,1725,3244
5790002336492,Bilanzkreisverantwortlicher,BKV,663682,MFT Energy A/S,12750,18016
5790002415494,Bilanzkreisverantwortlicher,BKV,663966,In Commodities A/S,15028,21059
5790002502514,Bilanzkreisverantwortlicher,BKV,664633,Nidhog ApS,39522,43511
5790002602245,Bilanzkreisverantwortlicher,BKV,669053,C A Commodities A/S,60834,66439
5790002609855,Bilanzkreisverantwortlicher,BKV,665160,PWR Technologies ApS,56932,60847
5790002611810,Lieferant,LF,665146,Nitor Energy A/S,56918,68273
5790002614200,Bilanzkreisverantwortlicher,BKV,665490,Twig Energy ApS,57262,61322
5790002638114,Bilanzkreisverantwortlicher,BKV,668444,Copenhagen Energy Trading A/S,60225,65844
5790002641695,Bilanzkreisverantwortlicher,BKV,667432,ENERGETICK APS,59204,64659
5790002650758,Bilanzkreisverantwortlicher,BKV,668250,QUENT ApS,60031,65652
5790002652622,Bilanzkreisverantwortlicher,BKV,668248,Alpha Energy ApS,60029,65649
5790002654459,Bilanzkreisverantwortlicher,BKV,668332,BD Energy A/S,60113,65737
5790002711633,Bilanzkreisverantwortlicher,BKV,668513,Trafigura Denmark ApS,60294,65911
5790002725296,Bilanzkreisverantwortlicher,BKV,668637,green.ai ApS,60418,66017
5790002743351,Bilanzkreisverantwortlicher,BKV,668775,ABN Energy ApS,60556,66150
5790002745157,Bilanzkreisverantwortlicher,BKV,669609,ENZEE Commodities A/S,61390,66880
5790002751516,Bilanzkreisverantwortlicher,BKV,669229,Eio Energi ApS,61010,66582
5790002823169,Bilanzkreisverantwortlicher,BKV,669176,Aro.inc ApS,60957,66543
5790002829789,Bilanzkreisverantwortlicher,BKV,669891,ENZOL Energy Trading ApS,61689,67115
5790002837845,Bilanzkreisverantwortlicher,BKV,669874,DV Trading (Europe) P/S,61672,67096
5790002841316,Bilanzkreisverantwortlicher,BKV,670254,Joulx ApS,64047,68389
5790002861703,Bilanzkreisverantwortlicher,BKV,670134,X Commodities ApS,63927,68302
5909000829800,Bilanzkreisverantwortlicher,BKV,664301,ENEA Trading Sp. z o.o.,23331,29335
5909000893252,Bilanzkreisverantwortlicher,BKV,668646,XOOG OPERATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,60427,66025
5909000893757,Bilanzkreisverantwortlicher,BKV,668683,Sky Quant sp. z o.o.,60464,66055
5909000895768,Bilanzkreisverantwortlicher,BKV,668939,HEKLA ENERGY Sp. z o.o.,60720,66348
5940731000007,Energieserviceanbieter des Anschlussnutzers,ESA,669505,ENERGY GATE SRL,61286,66809
7080000729814,Bilanzkreisverantwortlicher,BKV,661452,VOLUE MARKET SERVICES AS,1558,2913
7080003302502,Bilanzkreisverantwortlicher,BKV,661612,Nord Pool Finland Oy,1718,3234
7080004002173,Bilanzkreisverantwortlicher,BKV,664479,NODES AS,30446,36445
7080004034846,Bilanzkreisverantwortlicher,BKV,667311,COUNT WESTGASS AS,59083,64508
7080005051002,Bilanzkreisverantwortlicher,BKV,664176,Statoil ASA,20225,25234
7080005059275,Bilanzkreisverantwortlicher,BKV,661613,Nord Pool European Market Coupling Operator AS,1719,3235
7300009035458,Bilanzkreisverantwortlicher,BKV,662835,Modity Energy Trading AB,2950,6565
7309861014922,Bilanzkreisverantwortlicher,BKV,669257,Flower Infrastructure Technologies AB,61038,66608
7609999021909,Bilanzkreisverantwortlicher,BKV,660186,Azienda Elettrica Ticinese,283,139
7609999101700,Bilanzkreisverantwortlicher,BKV,664148,Gunvor International B.V.,20197,25212
7609999103100,Bilanzkreisverantwortlicher,BKV,661473,Mercuria Energy Trading SA,1579,2961
7609999122408,Bilanzkreisverantwortlicher,BKV,660308,Castleton Commodities Merchant Europe Sàrl,407,353
7609999122903,Bilanzkreisverantwortlicher,BKV,664161,Primeo Energie AG,20210,25225
7609999133206,Bilanzkreisverantwortlicher,BKV,662834,Koch Supply & Trading Sàrl,2949,6564
7609999136108,Bilanzkreisverantwortlicher,BKV,661479,MET Power Aktiengesellschaft,1585,2967
7609999148903,Bilanzkreisverantwortlicher,BKV,662833,Energie Wasser Bern,2948,6563
7609999151408,Bilanzkreisverantwortlicher,BKV,663250,E6,3383,7457
7609999190704,Bilanzkreisverantwortlicher,BKV,669297,Sirius Energy SA,61078,66637
7609999227608,Bilanzkreisverantwortlicher,BKV,669499,Metlen International Trading Company AG,61280,66807
7609999457104,Bilanzkreisverantwortlicher,BKV,669808,BTG Pactual Commodities (CH) SA,61606,67049
7609999522109,Bilanzkreisverantwortlicher,BKV,669171,Trafigura Trading (Europe) Sàrl,60952,66538
7609999589607,Bilanzkreisverantwortlicher,BKV,669864,Polyxena Energy AG,61662,67093
7609999611803,Bilanzkreisverantwortlicher,BKV,670041,TSOHAR ENERGY SERVICES AG,62838,68230
7609999651304,Bilanzkreisverantwortlicher,BKV,664892,THN Capital AG,54678,58657
7609999716201,Bilanzkreisverantwortlicher,BKV,668917,STG Switzerland GmbH,60698,66298
7609999789502,Lieferant,LF,669771,SH Power,61569,67018
7609999833601,Bilanzkreisverantwortlicher,BKV,670187,Voltaic Trading AG,63980,68341
7629999063150,Bilanzkreisverantwortlicher,BKV,669986,Westgass Energy AG,62783,68187
8003699333338,Bilanzkreisverantwortlicher,BKV,663263,"BDEW - Hier können Codes als inaktiv gespeichert werden, die der Sperrfrist unterliegen müssen",3396,25238
8099999000452,Bilanzkreisverantwortlicher,BKV,660626,Enel Global Trading S.P.A.,726,64761
8099999131484,Bilanzkreisverantwortlicher,BKV,668779,Poligrand Energy S.p.A.,60560,66152
8099999318830,Bilanzkreisverantwortlicher,BKV,664150,A2A S.p.A.,20199,25217
8099999409996,Bilanzkreisverantwortlicher,BKV,668220,Newatt S.r.l.,60001,65624
8437024964001,Bilanzkreisverantwortlicher,BKV,668416,TRADERGY SL,60197,65825
8589000070005,Bilanzkreisverantwortlicher,BKV,664529,"Power Solutions, s.r.o.",32477,38461
8593085023504,Bilanzkreisverantwortlicher,BKV,664851,GULANS ENERGY s.r.o.,53645,57634
8594181530002,Bilanzkreisverantwortlicher,BKV,663348,investmentsdia s.r.o.,3481,7601
8712423021983,Bilanzkreisverantwortlicher,BKV,661703,Priogen Holding B.V.,1811,3396
8712423025110,Bilanzkreisverantwortlicher,BKV,660271,Brainchild Capital Investments BV,370,283
8714252018332,Bilanzkreisverantwortlicher,BKV,669350,Greenchoice B.V.,61131,66684
8719333023045,Bilanzkreisverantwortlicher,BKV,668829,Cobblestone Energy DMCC,60610,66201
8719333025568,Bilanzkreisverantwortlicher,BKV,670069,Caely Renewables B.V.,62866,68259
8719333029122,Bilanzkreisverantwortlicher,BKV,668940,DC Energy Trading V.O.F.,60721,66322
8719333029931,Bilanzkreisverantwortlicher,BKV,668523,Energetech Europe BV,60304,65920
8719333030609,Bilanzkreisverantwortlicher,BKV,668459,MWH Energy B.V.,60240,65859
8719333035963,Bilanzkreisverantwortlicher,BKV,668943,Enerjisa Commodities B.V.,60724,66324
8719333039343,Bilanzkreisverantwortlicher,BKV,669549,NDC Partners LLC,61330,66837
8719333040028,Bilanzkreisverantwortlicher,BKV,669437,WattData B.V.,61218,66766
8719333042459,Lieferant,LF,668999,Varo Energy Marketing AG,60780,66782
8719333048482,Bilanzkreisverantwortlicher,BKV,670133,Jane Street Energy Europe B.V.,63926,68301
8719333051376,Bilanzkreisverantwortlicher,BKV,669645,Allego Energy B.V.,61426,66909
8719333051550,Bilanzkreisverantwortlicher,BKV,669781,Flexia B.V.,61579,67026
8719333052120,Lieferant,LF,669781,Flexia B.V.,61579,67064
8720844058549,Bilanzkreisverantwortlicher,BKV,669745,Faraday Trading BV,61543,66999
9099999129718,Bilanzkreisverantwortlicher,BKV,661525,MVM ONEnergy Zrt.,1631,3040
9099999134194,Bilanzkreisverantwortlicher,BKV,664465,GASELA GmbH,29446,35441
9120011070005,Bilanzkreisverantwortlicher,BKV,660058,"Salzburg AG für Energie, Verkehr und Telekommunikation",125,3584
9900001000002,Netzbetreiber,NB,668622,enwor Netz GmbH,60403,1523
9900003000000,Netzbetreiber,NB,661280,Regionetz GmbH,1384,2591
9900004000009,Netzbetreiber,NB,661886,Stadtwerke Aalen GmbH,1996,3746
9900006000007,Netzbetreiber,NB,661887,Stadtwerke Achim AG,1997,3751
9900008000005,Netzbetreiber,NB,660064,LokalWerke GmbH,133,3757
9900009000004,Netzbetreiber,NB,661889,Netzgesellschaft Ahlen mbH,1999,3765
9900010000001,Netzbetreiber,NB,660140,Albstadtwerke GmbH,234,46
9900013000008,Netzbetreiber,NB,660559,Elektrizitätswerk Wennenmühle Schörger GmbH & Co. KG,659,919
9900015000006,Netzbetreiber,NB,661891,Stadtwerke Altdorf GmbH,2001,3770
9900019000002,Netzbetreiber,NB,661892,Stadtwerke Altensteig,2002,3772
9900021000008,Netzbetreiber,NB,662563,Überlandzentrale Wörth/I.-Altheim Netz Aktiengesellschaft,2677,6101
9900023000006,Netzbetreiber,NB,661893,Stadtwerke Amberg Versorgungs GmbH,2003,3779
9900024000005,Netzbetreiber,NB,661898,Stadtwerke Ansbach GmbH,2008,3801
9900025000004,Netzbetreiber,NB,660887,EW Geiger GmbH,990,1642
9900026000003,Netzbetreiber,NB,660171,Aschaffenburger Versorgungs-GmbH,266,109
9900027000002,Netzbetreiber,NB,661412,LEW Verteilnetz GmbH,1518,2828
9900028000001,Netzbetreiber,NB,661567,swa Netze GmbH,1673,3111
9900030000007,Netzbetreiber,NB,661905,Stadtwerke Bad Aibling,2015,3821
9900031000006,Netzbetreiber,NB,661906,Stadtwerke Bad Bergzabern GmbH,2016,3824
9900032000005,Netzbetreiber,NB,661909,Stadtwerke Bad Brückenau GmbH,2019,3833
9900033000004,Netzbetreiber,NB,661910,Stadtwerke Bad Dürkheim GmbH,2020,3836
9900035000002,Netzbetreiber,NB,661913,Stadtwerke Bad Herrenalb GmbH,2023,3844
9900036000001,Netzbetreiber,NB,661914,Stadtwerke Bad Hersfeld GmbH,2024,3850
9900038000009,Netzbetreiber,NB,660192,Bad Honnef Aktiengesellschaft,289,153
9900039000008,Netzbetreiber,NB,661916,Stadtwerke Bad Kissingen GmbH,2026,3856
9900040000005,Netzbetreiber,NB,662054,Stadtwerke GmbH Bad Kreuznach,2166,4369
9900042000003,Netzbetreiber,NB,660429,"TauberEnergie Kuhn, Karl und Andreas Kuhn OHG",528,561
9900043000002,Netzbetreiber,NB,661882,Stadtwerk Tauberfranken GmbH,1992,3734
9900044000001,Netzbetreiber,NB,661919,Stadtwerke Bad Nauheim GmbH,2029,3866
9900045000000,Netzbetreiber,NB,661920,Stadtwerke Bad Neustadt a. d. Saale,2030,3872
9900048000007,Netzbetreiber,NB,661921,Stadtwerke Bad Pyrmont GmbH,2031,3874
9900049000006,Netzbetreiber,NB,660514,Elektrizitätsgenossenschaft Karlstein eG,614,765
9900050000003,Netzbetreiber,NB,661922,Stadtwerke Bad Reichenhall KU,2032,3879
9900053000000,Netzbetreiber,NB,660028,Stadtwerke Bad Säckingen GmbH,84,3892
9900055000008,Netzbetreiber,NB,661926,Stadtwerke Bad Salzuflen GmbH,2036,3898
9900056000007,Netzbetreiber,NB,661928,Stadtwerke Bad Sooden-Allendorf,2038,3907
9900057000006,Netzbetreiber,NB,661929,Stadtwerke Bad Tölz GmbH,2039,3911
9900058000005,Netzbetreiber,NB,661933,Stadtwerke Bad Windsheim,2043,3926
9900059000004,Netzbetreiber,NB,661934,Stadtwerke Bad Wörishofen,2044,3927
9900061000000,Netzbetreiber,NB,661935,Stadtwerke Baden-Baden,2045,3931
9900063000008,Netzbetreiber,NB,661020,Gemeindewerke Baiersbronn,1123,1939
9900064000007,Netzbetreiber,NB,660101,"Stadtwerke Baiersdorf Kommunalunternehmen, Anstalt des öffentlichen Rechts der Stadt Baiersdorf",190,3634
9900065000006,Netzbetreiber,NB,662557,Überlandwerk Eppler GmbH,2671,6080
9900066000005,Netzbetreiber,NB,661936,Stadtwerke Balingen,2046,3936
9900070000009,Netzbetreiber,NB,661937,Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH,2047,3941
9900071000008,Netzbetreiber,NB,661938,Stadtwerke Barmstedt,2048,3713
9900072000007,Netzbetreiber,NB,661021,Gemeindewerke Bayerisch Gmain,1124,1944
9900074000005,Netzbetreiber,NB,660236,Stadtwerke Bayreuth Energie und Wasser GmbH,333,222
9900076000003,Netzbetreiber,NB,661942,Stadtwerke Bebra GmbH,2052,3950
9900078000001,Netzbetreiber,NB,661143,"GGEW, Gruppen-Gas- und Elektrizitätswerk Bergstraße Aktiengesellschaft",1246,2319
9900080000007,Netzbetreiber,NB,662423,Stromnetz Berlin GmbH,2535,5723
9900083000004,Netzbetreiber,NB,661946,Stadtwerke Bexbach (Saar) Gesellschaft mit beschränkter Haftung,2056,3965
9900084000003,Netzbetreiber,NB,662456,SWB Stadtwerke Biedenkopf GmbH,2568,3969
9900085000002,Netzbetreiber,NB,662455,Bielefelder Netz GmbH,2567,5828
9900086000001,Netzbetreiber,NB,661949,Stadtwerke Bietigheim-Bissingen GmbH,2059,3980
9900089000008,Netzbetreiber,NB,661952,Stadtwerke Bliestal GmbH,2062,3989
9900091000004,Netzbetreiber,NB,660261,stadtwerker GmbH,360,267
9900094000001,Netzbetreiber,NB,661958,Stadtwerke Bogen GmbH,2068,4007
9900095000000,Netzbetreiber,NB,660263,Bonn-Netz GmbH,362,272
9900096000009,Netzbetreiber,NB,661959,Stadtwerke Borken/Westf. GmbH,2069,4011
9900097000008,Netzbetreiber,NB,662728,Nordseeheilbad Borkum GmbH,2843,6405
9900099000006,Netzbetreiber,NB,661961,Stadtwerke Bramsche GmbH,2071,4019
9900100000002,Netzbetreiber,NB,662686,Wendelsteinbahn Verteilnetz GmbH,2800,6332
9900102000000,Netzbetreiber,NB,660273,Braunschweiger Netz GmbH,372,286
9900107000005,Netzbetreiber,NB,662694,wesernetz Bremerhaven GmbH,2809,6355
9900108000004,Netzbetreiber,NB,660951,Fischereihafen-Betriebsgesellschaft mit beschränkter Haftung,1054,1792
9900110000000,Netzbetreiber,NB,661965,Stadtwerke Bretten Gesellschaft mit beschränkter Haftung,2075,4037
